,name,avg_rating,num_of_reviews,latitude,longitude,restaurante_categoria,state_name,total_population,hispanic_population,avg_income
75969,antojitos mexicanos los primos,4.1,84,40.933099,-73.889881,restaurante mexicano,New York,19664161,3559667,59272.35
75996,cancun snow,4.8,25,29.9673427,-95.5814564,restaurante mexicano,Texas,27337059,10704104,50373.87
76004,adobo dragon restaurant at desoto central market,4.1,18,33.4583333,-112.0736111,restaurante latinoamericano,Arizona,6707875,2030951,45892.43
76014,raspados el tarasco,4.5,82,33.5919444,-112.0991667,restaurante mexicano,Arizona,6707875,2030951,45892.43
76039,🇸🇻brisas del mar🇸🇻 restaurant,4.2,258,40.6545168,-73.58222409999999,restaurante centroamericano,New York,19664161,3559667,59272.35
76104,la cucina mexican bar and grill,4.1,65,40.6477267,-74.0073575,restaurante mexicano,New York,19664161,3559667,59272.35
76120,la nueva delicias peruanas,4.3,257,40.747651,-73.860238,restaurante peruano,New York,19664161,3559667,59272.35
76193,mister diablo taco truck,4.5,45,29.4464842,-98.4752337,restaurante mexicano,Texas,27337059,10704104,50373.87
76213,jalapeños mexican food taco truck,4.6,18,38.0806911,-122.1328926,restaurante mexicano,California,38773436,14744533,63364.21
76221,arbol del tule,4.0,72,33.84036,-117.9582534,restaurante mexicano,California,38773436,14744533,63364.21
76247,vaqueros,4.0,78,41.9306653,-87.90688949999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
76275,la espiga 3 estrellas,3.9,78,40.8121383,-73.9030739,restaurante mexicano,New York,19664161,3559667,59272.35
76290,don chile,4.5,76,40.8166288,-73.8961535,restaurante mexicano,New York,19664161,3559667,59272.35
76313,camich ft,4.7,48,34.1072502,-117.9130935,restaurante mexicano,California,38773436,14744533,63364.21
76335,la esquinita mi pueblo,4.4,87,36.1973766,-120.1037652,restaurante mexicano,California,38773436,14744533,63364.21
76357,antojos guadalajara,4.0,15,29.4189704,-98.5190854,restaurante mexicano,Texas,27337059,10704104,50373.87
76365,tacos avalos birria de res estilo t.j.,4.9,28,33.9449718,-118.2462575,restaurante mexicano,California,38773436,14744533,63364.21
76378,mocha cafe and lounge,4.0,44,25.8900044,-80.1839248,restaurante caribeño,Florida,20158603,4695397,48321.24
76388,cocina del rey,4.2,27,41.7812564,-87.8122731,restaurante mexicano,Illinois,12829297,2113775,53467.05
76395,arroz con pollo,4.5,48,28.5533,-81.2852169,restaurante dominicano,Florida,20158603,4695397,48321.24
76418,reyna market,4.2,55,33.7341667,-117.8766667,restaurante mexicano,California,38773436,14744533,63364.21
76436,tacos marline,4.6,48,34.0120294,-117.3635633,restaurante mexicano,California,38773436,14744533,63364.21
76454,rincon de guayabitos,4.5,68,34.0212071,-117.9521722,restaurante mexicano,California,38773436,14744533,63364.21
76483,la cocina,4.4,107,33.865327,-118.353737,restaurante mexicano,California,38773436,14744533,63364.21
76541,la teclena,3.6,46,34.2200348,-118.60854,restaurante centroamericano,California,38773436,14744533,63364.21
76549,panda's mexican restaurant,4.0,188,32.780727899999995,-116.9672989,restaurante mexicano,California,38773436,14744533,63364.21
76615,la gloria mexican restaurant-pinellas park,4.2,78,27.8396072,-82.69512929999999,restaurante mexicano,Florida,20158603,4695397,48321.24
76647,latino foods inc,4.9,47,41.3327208,-74.3573691,restaurante mexicano,New York,19664161,3559667,59272.35
76662,tacos 3 amigos,4.3,88,33.8105474,-117.9925826,restaurante mexicano,California,38773436,14744533,63364.21
76691,latin buffet cafeteria,5.0,18,26.6287075,-80.101525,restaurante cubano,Florida,20158603,4695397,48321.24
76699,los toreados taqueria,4.3,68,32.7346607,-96.631553,restaurante mexicano,Texas,27337059,10704104,50373.87
76729,las champas pupuseria #3,4.1,37,33.9728006,-118.2254132,restaurante centroamericano,California,38773436,14744533,63364.21
76787,taqueria jerez,4.5,53,34.2262318,-118.4485066,restaurante mexicano,California,38773436,14744533,63364.21
76801,tacos y mariscos el tacon tento,4.5,168,33.4658915,-112.0057257,restaurante mexicano,Arizona,6707875,2030951,45892.43
76830,mariscos taco de mexico,3.9,37,35.135726,-119.465376,restaurante mexicano,California,38773436,14744533,63364.21
76844,el torito de tlaxcala,3.9,47,40.8542651,-73.8665802,restaurante mexicano,New York,19664161,3559667,59272.35
76859,amigos cantina & grill,3.5,38,33.9875,-117.7155556,restaurante mexicano,California,38773436,14744533,63364.21
76872,brasa's restaurant,4.2,38,27.9316667,-82.7744444,restaurante peruano,Florida,20158603,4695397,48321.24
76888,lechonera tropical & grill,4.0,38,40.7896494,-73.9466592,restaurante latinoamericano,New York,19664161,3559667,59272.35
76901,calle 8 restaurant bar & lounge,4.5,24,33.510294,-112.081963,restaurante cubano,Arizona,6707875,2030951,45892.43
76907,"los chavalos tacos, tortas y hamburguesas",4.6,18,31.6837507,-106.1582309,restaurante mexicano,Texas,27337059,10704104,50373.87
76915,la taverna restaurant,4.8,58,25.765307,-80.241186,restaurante centroamericano,Florida,20158603,4695397,48321.24
76935,el fogon de guadalupe,3.7,15,25.5248113,-80.42190269999999,restaurante cubano,Florida,20158603,4695397,48321.24
76951,katelyn food center,4.5,27,40.82518,-73.9165718,restaurante dominicano,New York,19664161,3559667,59272.35
76961,mama’s delicious tacos,4.7,55,29.8606929,-98.407608,restaurante mexicano,Texas,27337059,10704104,50373.87
76982,paisas chicken,4.3,38,29.8356253,-95.6447471,restaurante colombiano,Texas,27337059,10704104,50373.87
76996,wunder-eats,4.0,28,34.0640725,-118.3727808,restaurante mexicano,California,38773436,14744533,63364.21
77027,rico's tacos & mexican grill,4.3,27,41.9174724,-87.7158501,restaurante mexicano,Illinois,12829297,2113775,53467.05
77069,flor de mar,3.8,64,29.7337398,-95.5588156,restaurante mexicano,Texas,27337059,10704104,50373.87
77088,big tree,4.2,28,40.6771212,-73.74270229999999,restaurante caribeño,New York,19664161,3559667,59272.35
77095,taqueria el pelon,4.1,16,29.1868016,-82.21808709999999,restaurante mexicano,Florida,20158603,4695397,48321.24
77101,tortilleria mia dos,4.4,16,26.2132864,-98.1301227,restaurante mexicano,Texas,27337059,10704104,50373.87
77108,la casita poblana,4.5,58,34.0101181,-117.9278376,restaurante mexicano,California,38773436,14744533,63364.21
77130,mariscos el tarasco,4.3,78,36.6044001,-119.4334809,restaurante mexicano,California,38773436,14744533,63364.21
77162,el oceano mexican restaurant,4.5,38,32.7205385,-97.145984,restaurante mexicano,Texas,27337059,10704104,50373.87
77178,doggi's wynwood,3.1,14,25.7987257,-80.19926009999999,restaurante venezolano,Florida,20158603,4695397,48321.24
77183,cocina calavera,4.5,38,32.7487073,-117.1612856,restaurante mexicano,California,38773436,14744533,63364.21
77193,la palma,4.6,77,25.8952331,-97.4733334,restaurante mexicano,Texas,27337059,10704104,50373.87
77211,easy to go tacos #1,4.1,38,25.9350999,-97.4416055,restaurante mexicano,Texas,27337059,10704104,50373.87
77223,armando's deli,3.8,84,40.7022358,-73.601422,restaurante dominicano,New York,19664161,3559667,59272.35
77244,mar y tierra restaurant,4.1,78,40.601521,-73.6561521,restaurante centroamericano,New York,19664161,3559667,59272.35
77302,taqueria hidalgo restaurant,3.8,114,33.2073961,-96.6126382,restaurante mexicano,Texas,27337059,10704104,50373.87
77336,parada 47,4.4,108,40.763116,-73.994451,restaurante mexicano,New York,19664161,3559667,59272.35
77364,el patio mexicano,3.8,68,40.8335032,-73.9449412,restaurante mexicano,New York,19664161,3559667,59272.35
77388,vicky's restaurant,4.7,28,34.044024,-118.2108395,restaurante mexicano,California,38773436,14744533,63364.21
77399,tortilleria la bonita,4.1,65,29.8815652,-95.3556029,restaurante mexicano,Texas,27337059,10704104,50373.87
77423,el patron restaurant & lounge 2,3.6,52,40.5920985,-74.0878628,restaurante mexicano,New York,19664161,3559667,59272.35
77440,chef rose jamaican cuisine,4.9,194,26.1664129,-80.2599537,restaurante caribeño,Florida,20158603,4695397,48321.24
77473,taqueria la casita,3.7,98,32.9088931,-96.8809048,restaurante mexicano,Texas,27337059,10704104,50373.87
77514,ramírez taqueria,4.6,53,34.0287088,-117.9509967,restaurante mexicano,California,38773436,14744533,63364.21
77547,los generales (281),3.9,49,29.5868504,-98.4740191,restaurante mexicano,Texas,27337059,10704104,50373.87
77707,tierras centro americanas,4.4,58,40.7103092,-73.7950233,restaurante centroamericano,New York,19664161,3559667,59272.35
77725,de nada cantina,4.7,18,30.2514145,-97.7022034,restaurante mexicano,Texas,27337059,10704104,50373.87
77735,refresqueria (tacos y tortas),4.6,48,29.9249664,-95.5234771,restaurante mexicano,Texas,27337059,10704104,50373.87
77751,flatbush latin grill,3.5,68,40.6497382,-73.9620158,restaurante dominicano,New York,19664161,3559667,59272.35
77776,tortilleria michoacan,3.5,18,32.931986,-96.8116967,restaurante mexicano,Texas,27337059,10704104,50373.87
77783,mija's mexican food,4.4,38,34.4273202,-117.3758255,restaurante mexicano,California,38773436,14744533,63364.21
77800,centennial ranch,4.4,38,38.3787853,-121.4548346,restaurante mexicano,California,38773436,14744533,63364.21
77818,latin flavors,4.4,28,29.773011,-95.121852,restaurante mexicano,Texas,27337059,10704104,50373.87
77830,o'campos mexican restaurant,4.5,33,29.1749454,-95.4153559,restaurante mexicano,Texas,27337059,10704104,50373.87
77840,tucks caribbean restaurant,4.0,38,26.7264269,-80.0833706,restaurante caribeño,Florida,20158603,4695397,48321.24
77857,go loco street tacos & burritos,3.8,38,32.9732107,-97.0377822,restaurante mexicano,Texas,27337059,10704104,50373.87
77878,limón peruvian cuisine,4.5,48,36.875178,-119.777868,restaurante peruano,California,38773436,14744533,63364.21
77895,mi casita,4.2,113,41.9316667,-74.00944439999999,restaurante mexicano,New York,19664161,3559667,59272.35
77937,linda michoacana oficial,4.5,77,31.7830244,-106.3225736,restaurante mexicano,Texas,27337059,10704104,50373.87
77967,tacogüey,4.5,39,26.0446574,-80.27480919999999,restaurante mexicano,Florida,20158603,4695397,48321.24
77982,kreyol cuisine,4.9,18,26.6160859,-80.1624602,restaurante caribeño,Florida,20158603,4695397,48321.24
77988,tortas brabras,3.7,24,33.9583425,-118.1402078,restaurante mexicano,California,38773436,14744533,63364.21
77996,los hermanos salazar,4.3,138,40.8189192,-73.9186459,restaurante mexicano,New York,19664161,3559667,59272.35
78047,el kora y el sinaloense restaurant,4.3,88,39.1539023,-123.2077878,restaurante mexicano,California,38773436,14744533,63364.21
78080,la flor paraisco,3.8,104,40.6924492,-73.8614346,restaurante dominicano,New York,19664161,3559667,59272.35
78114,cafeteria saul,4.4,68,31.7736903,-106.4633636,restaurante mexicano,Texas,27337059,10704104,50373.87
78150,mar y tierra tacos fish,4.5,36,33.885518399999995,-118.0822322,restaurante mexicano,California,38773436,14744533,63364.21
78166,taco moro,4.7,85,41.9643052,-87.83736619999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
78182,latin taste,4.7,97,43.2129509,-77.718575,restaurante puertorriqueño,New York,19664161,3559667,59272.35
78216,josefina’s taqueria,4.6,18,41.7226144,-122.6394177,restaurante mexicano,California,38773436,14744533,63364.21
78225,chicken grill house,4.3,93,26.6251241,-80.0892977,restaurante peruano,Florida,20158603,4695397,48321.24
78259,taqueria “la super hueva”,4.7,68,29.7372062,-95.5525821,restaurante mexicano,Texas,27337059,10704104,50373.87
78287,las doñas restaurant,4.7,18,26.2174822,-98.348054,restaurante mexicano,Texas,27337059,10704104,50373.87
78301,texas locos tacos,4.6,56,32.6547665,-95.2225882,restaurante mexicano,Texas,27337059,10704104,50373.87
78329,la mina restaurante,4.3,18,25.8688726,-80.3336801,restaurante mexicano,Florida,20158603,4695397,48321.24
78335,mariscos el oceano,4.1,34,26.6149615,-80.0575743,restaurante mexicano,Florida,20158603,4695397,48321.24
78344,contigo peru,4.4,83,34.4724954,-117.3399047,restaurante peruano,California,38773436,14744533,63364.21
78380,iris mexican restaurant,4.2,58,27.4300567,-80.360491,restaurante mexicano,Florida,20158603,4695397,48321.24
78401,el tropezon limeño,4.8,16,25.7694556,-80.2882611,restaurante peruano,Florida,20158603,4695397,48321.24
78412,tortillas king,3.7,96,40.6011924,-73.9929264,restaurante mexicano,New York,19664161,3559667,59272.35
78447,la fuente tacos and tequila | south daytona | port orange,4.5,87,29.1563222,-81.02118109999999,restaurante mexicano,Florida,20158603,4695397,48321.24
78522,antojitos hippocampos,4.7,25,37.364846,-118.396443,restaurante mexicano,California,38773436,14744533,63364.21
78541,sonia’s taco truck,4.6,57,34.1347493,-118.2152459,restaurante mexicano,California,38773436,14744533,63364.21
78558,super burrito,4.6,124,41.4442207,-87.6314981,restaurante mexicano,Illinois,12829297,2113775,53467.05
78610,taquitos jalisco,3.8,96,28.555215,-81.58281,restaurante mexicano,Florida,20158603,4695397,48321.24
78643,san marcos mexican food,4.3,77,37.8005426,-121.2160929,restaurante mexicano,California,38773436,14744533,63364.21
78675,yolis snacks,4.7,145,36.610582,-119.547444,restaurante mexicano,California,38773436,14744533,63364.21
78707,mi lindo nayarit restaurant,4.0,38,33.998371299999995,-118.2566559,restaurante mexicano,California,38773436,14744533,63364.21
78717,by the horns,4.6,47,32.562565,-97.1415115,restaurante mexicano,Texas,27337059,10704104,50373.87
78749,tacos el trailero 137,4.2,88,29.2804164,-98.6663532,restaurante mexicano,Texas,27337059,10704104,50373.87
78776,carniceria y taqueria el novillo,4.6,28,40.7844267,-73.8456786,restaurante mexicano,New York,19664161,3559667,59272.35
78783,mi casa,3.6,58,25.9805988,-97.492056,restaurante mexicano,Texas,27337059,10704104,50373.87
78806,wichitos buffet,3.8,127,26.2308858,-98.3269606,restaurante mexicano,Texas,27337059,10704104,50373.87
78850,las casitas grill,3.9,68,34.1913436,-118.4484717,restaurante centroamericano,California,38773436,14744533,63364.21
78919,birrieria y taqueria yahualica,4.3,103,38.0264736,-121.9355954,restaurante mexicano,California,38773436,14744533,63364.21
78951,la luz ultralounge,3.9,68,32.6702778,-117.0213889,restaurante caribeño,California,38773436,14744533,63364.21
78976,las delicias latinas,3.9,38,40.7335135,-73.4424391,restaurante mexicano,New York,19664161,3559667,59272.35
78987,tacos don maco,4.6,18,29.732841,-95.24324,restaurante mexicano,Texas,27337059,10704104,50373.87
78993,el tecolote sinaloense,4.1,26,35.3311025,-119.0137816,restaurante mexicano,California,38773436,14744533,63364.21
79006,san blas,4.7,54,40.6944695,-73.99372939999999,restaurante mexicano,New York,19664161,3559667,59272.35
79021,mexicalpan,4.6,76,33.9494727,-118.2736574,restaurante mexicano,California,38773436,14744533,63364.21
79044,presitas taqueria,4.6,68,29.8458189,-95.362377,restaurante mexicano,Texas,27337059,10704104,50373.87
79083,jessica's restaurant mexican & hondurena food,4.2,78,29.919955,-95.4055388,restaurante centroamericano,Texas,27337059,10704104,50373.87
79099,las muchitas pupuseria & restaurant,4.1,87,36.9859144,-120.6286815,restaurante mexicano,California,38773436,14744533,63364.21
79136,acapela modern mex,4.7,35,33.976199099999995,-118.3737976,restaurante mexicano,California,38773436,14744533,63364.21
79145,casa rica tortias,4.2,14,34.1777382,-101.7514065,restaurante mexicano,Texas,27337059,10704104,50373.87
79151,mela's mexican restaurant,4.6,33,39.2646807,-121.5969973,restaurante mexicano,California,38773436,14744533,63364.21
79164,wahoo's fish taco,4.1,28,30.246287,-97.7511039,restaurante mexicano,Texas,27337059,10704104,50373.87
79183,calabash island eats,3.5,36,29.7492006,-95.364379,restaurante caribeño,Texas,27337059,10704104,50373.87
79192,tacos y tortas colima,4.3,28,29.6765765,-95.6429073,restaurante mexicano,Texas,27337059,10704104,50373.87
79197,taqueria el buen sabor,4.4,86,37.7121719,-122.4053885,restaurante mexicano,California,38773436,14744533,63364.21
79217,dominican chimi,4.6,85,25.8105682,-80.2388405,restaurante dominicano,Florida,20158603,4695397,48321.24
79237,bahia de kino,4.1,178,33.4079889,-111.8536306,restaurante mexicano,Arizona,6707875,2030951,45892.43
79276,zoe's latin cafe,4.9,38,41.3334675,-74.3574873,restaurante latinoamericano,New York,19664161,3559667,59272.35
79291,dima's tacos,4.7,126,33.4660948,-112.0431192,restaurante mexicano,Arizona,6707875,2030951,45892.43
79342,dahlia mexican grill,3.8,37,37.5663028,-122.32355,restaurante mexicano,California,38773436,14744533,63364.21
79360,la fiesta supermarket | stockton,4.2,78,37.9325511,-121.2839955,restaurante mexicano,California,38773436,14744533,63364.21
79374,guatemala grill bar & music,4.1,108,33.8168708,-116.4750535,restaurante centroamericano,California,38773436,14744533,63364.21
79403,antojitos yoly no 2,4.3,146,25.9505786,-97.4998501,restaurante mexicano,Texas,27337059,10704104,50373.87
79448,lucky house,3.7,86,40.7295492,-73.7805514,restaurante mexicano,New York,19664161,3559667,59272.35
79468,helena,4.4,58,40.749778,-73.8822551,restaurante colombiano,New York,19664161,3559667,59272.35
79487,mcau,4.6,18,34.0652778,-118.26,restaurante mexicano,California,38773436,14744533,63364.21
79490,los alteños taqueria,4.4,38,35.4790891,-119.2789046,restaurante mexicano,California,38773436,14744533,63364.21
79505,mar y tierra,4.3,58,33.549080000000004,-101.8495981,restaurante mexicano,Texas,27337059,10704104,50373.87
79534,northern café,4.1,88,40.7576661,-73.8669389,restaurante latinoamericano,New York,19664161,3559667,59272.35
79554,dona mercedes restaurant,4.2,116,34.2824055,-118.4414926,restaurante mexicano,California,38773436,14744533,63364.21
79595,chuys tacos y taquisas,4.7,98,36.7653486,-119.8358172,restaurante mexicano,California,38773436,14744533,63364.21
79621,el rey del marisco,3.9,155,33.7492361,-117.9190312,restaurante mexicano,California,38773436,14744533,63364.21
79673,yamis ice cream shop,4.9,38,27.77158,-80.601446,restaurante mexicano,Florida,20158603,4695397,48321.24
79688,restaurante y taqueria mary,4.0,75,32.7342246,-96.2757052,restaurante mexicano,Texas,27337059,10704104,50373.87
79716,jamerican cuisine,4.3,218,26.5295028,-80.0579147,restaurante caribeño,Florida,20158603,4695397,48321.24
79797,mr. takito,4.6,94,29.3166045,-95.2525955,restaurante mexicano,Texas,27337059,10704104,50373.87
79838,brizuela's,4.7,48,27.8628002,-97.6854318,restaurante mexicano,Texas,27337059,10704104,50373.87
79850,mi tierra taqueria y pupuseria,3.9,88,29.1820882,-95.4104307,restaurante mexicano,Texas,27337059,10704104,50373.87
79887,real good tasty food,4.0,27,34.265979,-118.4226037,restaurante mexicano,California,38773436,14744533,63364.21
79898,my titos taco restaurant,4.2,118,26.2190125,-98.2446155,restaurante mexicano,Texas,27337059,10704104,50373.87
79944,taqueria la unica strathmore,4.6,38,36.1496269,-119.0630196,restaurante mexicano,California,38773436,14744533,63364.21
79956,taqueria ahi,4.0,77,38.3926444,-120.8029914,restaurante mexicano,California,38773436,14744533,63364.21
79995,taco lulu mexican food & catering,4.6,38,33.9242464,-118.0462701,restaurante mexicano,California,38773436,14744533,63364.21
80008,maria's taqueria,4.6,48,27.9821687,-82.508759,restaurante mexicano,Florida,20158603,4695397,48321.24
80024,mexican deli,4.4,55,40.766788,-73.92993899999999,restaurante mexicano,New York,19664161,3559667,59272.35
80038,miriana's restaurant & meat market,4.4,65,31.874975,-106.424188,restaurante mexicano,Texas,27337059,10704104,50373.87
80060,la mesa tortillas,4.0,38,32.3244566,-111.0432309,restaurante mexicano,Arizona,6707875,2030951,45892.43
80079,tlaxcalita la bella mexican restaurant,4.4,52,40.6949543,-73.8424958,restaurante mexicano,New York,19664161,3559667,59272.35
80095,tamales mama tere,3.2,48,29.8027243,-95.5015388,restaurante mexicano,Texas,27337059,10704104,50373.87
80131,pollos asados el norteño #2,4.6,28,30.4078373,-97.696695,restaurante mexicano,Texas,27337059,10704104,50373.87
80143,genesis tex-mex & pupuseria,4.8,48,30.1281161,-95.4328651,restaurante mexicano,Texas,27337059,10704104,50373.87
80158,guatelinda,4.4,58,40.8312761,-73.8675543,restaurante centroamericano,New York,19664161,3559667,59272.35
80171,art of tacos,4.2,48,30.2583972,-97.7385941,restaurante mexicano,Texas,27337059,10704104,50373.87
80184,rice bowl,4.8,28,41.9000401,-87.6867149,restaurante latinoamericano,Illinois,12829297,2113775,53467.05
80191,cafe emmanuel,4.8,78,41.855617,-87.67418959999999,restaurante mexicano,Illinois,12829297,2113775,53467.05
80216,doña kitchen,4.9,118,27.9452068,-82.5173787,restaurante mexicano,Florida,20158603,4695397,48321.24
80257,adreland's tacos,4.5,36,30.3487051,-97.5607479,restaurante mexicano,Texas,27337059,10704104,50373.87
80274,el palmar salvadorean restaurant,3.3,144,34.0693224,-118.2932896,restaurante centroamericano,California,38773436,14744533,63364.21
80325,pollos rocoto chifa polleria- tampa florida - rotisserie chicken,4.6,38,27.9992831,-82.5634321,restaurante peruano,Florida,20158603,4695397,48321.24
80342,arboledas,4.8,53,32.9369529,-96.5357043,restaurante mexicano,Texas,27337059,10704104,50373.87
80375,jalisco df antojitos y mas,4.5,38,31.0853854,-97.3462892,restaurante mexicano,Texas,27337059,10704104,50373.87
80392,la casita mexicana restaurant,4.6,58,35.196723899999995,-111.6251678,restaurante mexicano,Arizona,6707875,2030951,45892.43
80442,checos tacos,4.6,36,33.0997582,-96.6399603,restaurante mexicano,Texas,27337059,10704104,50373.87
80456,.,4.4,128,42.1384984,-87.9629398,restaurante mexicano,Illinois,12829297,2113775,53467.05
80492,khem's jerk shop,4.4,38,40.6814681,-73.9345814,restaurante caribeño,New York,19664161,3559667,59272.35
80509,las champas 12,4.0,95,34.0235601,-118.1706642,restaurante centroamericano,California,38773436,14744533,63364.21
80546,tacos luna,4.6,88,32.4485798,-94.3505149,restaurante mexicano,Texas,27337059,10704104,50373.87
80575,yolanda's uptown cafe,4.7,48,29.4488107,-98.5109447,restaurante mexicano,Texas,27337059,10704104,50373.87
80597,giant burrito,4.0,98,37.8160229,-122.2747924,restaurante mexicano,California,38773436,14744533,63364.21
80629,pollo asado mr. jimmy,4.2,93,38.942821,-121.0929409,restaurante mexicano,California,38773436,14744533,63364.21
80669,una mas mexican grill,4.5,24,37.7937908,-122.3941219,restaurante mexicano,California,38773436,14744533,63364.21
80675,la paris cafe,4.2,58,25.7735707,-80.18931099999999,restaurante cubano,Florida,20158603,4695397,48321.24
80698,mexicali street tacos,4.0,15,32.7550138,-117.1205178,restaurante mexicano,California,38773436,14744533,63364.21
80704,la playa,4.2,128,40.587608,-73.812828,restaurante dominicano,New York,19664161,3559667,59272.35
80748,farieda's dhal puri hut,4.2,38,40.6822701,-73.8291213,restaurante caribeño,New York,19664161,3559667,59272.35
80762,tacos don nacho,4.5,45,29.2240599,-98.4997488,restaurante mexicano,Texas,27337059,10704104,50373.87
80779,javier cafeteria,4.0,18,25.8932491,-80.25216379999999,restaurante cubano,Florida,20158603,4695397,48321.24
80783,enjoy kitchen & bar nyc,4.5,25,40.8668075,-73.9209872,restaurante latinoamericano,New York,19664161,3559667,59272.35
80809,jaya,4.1,124,40.8412255,-73.93766939999999,restaurante latinoamericano,New York,19664161,3559667,59272.35
80853,pancho villa restaurant,4.5,58,33.7973397,-118.1888642,restaurante mexicano,California,38773436,14744533,63364.21
80937,el amigo,4.6,58,32.1268356,-110.8740989,restaurante mexicano,Arizona,6707875,2030951,45892.43
80947,burritos robles.,4.5,57,31.745165,-106.382084,restaurante mexicano,Texas,27337059,10704104,50373.87
80972,southwest ny,3.7,66,40.7103103,-74.0166655,restaurante mexicano,New York,19664161,3559667,59272.35
81002,el fogoncito taqueria,4.0,28,39.1272735,-121.5564804,restaurante mexicano,California,38773436,14744533,63364.21
81017,taco's bruno's,4.9,65,36.7499885,-119.7769927,restaurante mexicano,California,38773436,14744533,63364.21
81053,jorge's tamales,4.0,108,31.649406,-106.285212,restaurante mexicano,Texas,27337059,10704104,50373.87
81101,tacos tijuana b.c,3.3,98,40.6403971,-74.01504369999999,restaurante mexicano,New York,19664161,3559667,59272.35
81123,tamales alberto echo park,4.4,36,34.0769866,-118.2583459,restaurante mexicano,California,38773436,14744533,63364.21
81140,los amigos restaurant & catering,4.1,78,40.8482132,-73.8892747,restaurante latinoamericano,New York,19664161,3559667,59272.35
81163,las mella's restaurant,3.7,78,40.8280506,-73.8821072,restaurante dominicano,New York,19664161,3559667,59272.35
81185,montespino,4.5,24,40.8316556,-73.88173689999999,restaurante dominicano,New York,19664161,3559667,59272.35
81194,los potrillos deli,4.3,26,40.666706,-73.70788399999999,restaurante mexicano,New York,19664161,3559667,59272.35
81202,tierra caliente mexican food,4.2,38,34.107994999999995,-117.9208475,restaurante mexicano,California,38773436,14744533,63364.21
81222,frank's caribbean fire grill,4.1,54,42.8049675,-73.9336055,restaurante caribeño,New York,19664161,3559667,59272.35
81239,lo de lea argentinean grill,4.7,73,25.8396148,-80.1842041,restaurante argentino,Florida,20158603,4695397,48321.24
81301,el mana taqueria,4.7,50,29.7680358,-94.9699859,restaurante mexicano,Texas,27337059,10704104,50373.87
81329,cafe faraya,4.1,38,25.826008,-80.3334351,restaurante cubano,Florida,20158603,4695397,48321.24
81345,orale mexico,4.9,38,40.7702601,-73.9183572,restaurante mexicano,New York,19664161,3559667,59272.35
81356,picanteria el austro,4.3,18,40.749622,-73.8834674,restaurante ecuatoriano,New York,19664161,3559667,59272.35
81365,cantina @ presidio,4.2,38,33.3145306,-112.4398364,restaurante mexicano,Arizona,6707875,2030951,45892.43
81383,constantino’s mexican restaurant y más,4.1,68,29.7994375,-95.3613457,restaurante mexicano,Texas,27337059,10704104,50373.87
81417,hillsborough fresh market,4.5,28,27.9965519,-82.5187122,restaurante latinoamericano,Florida,20158603,4695397,48321.24
81428,mariscos las reynitas,4.1,137,33.981669499999995,-117.3405671,restaurante mexicano,California,38773436,14744533,63364.21
81473,las delicias,4.7,46,30.5876045,-84.5901184,restaurante mexicano,Florida,20158603,4695397,48321.24
81485,el tarasco restaurant,4.5,89,38.4049493,-122.8290133,restaurante mexicano,California,38773436,14744533,63364.21
81519,tacos el kechu,4.8,48,29.9450812,-95.5850077,restaurante mexicano,Texas,27337059,10704104,50373.87
81549,tri mexican street bites,4.8,98,29.7289922,-95.5352562,restaurante mexicano,Texas,27337059,10704104,50373.87
81594,el jibarito (moving locations),3.4,38,28.3498,-82.699625,restaurante latinoamericano,Florida,20158603,4695397,48321.24
81606,restaurant acapulco 2,4.0,258,33.7602377,-117.9061339,restaurante mexicano,California,38773436,14744533,63364.21
81689,casa del rey,3.7,108,33.7156016,-117.8703928,restaurante mexicano,California,38773436,14744533,63364.21
81723,el taquin mendoza,4.5,66,36.7721303,-119.8494238,restaurante mexicano,California,38773436,14744533,63364.21
81741,paradise 2,3.5,13,40.6567966,-73.9141503,restaurante caribeño,New York,19664161,3559667,59272.35
81773,la cabaña mexican grill,4.0,55,37.9140717,-121.2260562,restaurante mexicano,California,38773436,14744533,63364.21
81790,"taco truck ""la sabrosa""",4.3,18,36.0979843,-119.0377044,restaurante mexicano,California,38773436,14744533,63364.21
81817,el camaronero restaurant # 1,4.2,78,34.2966334,-118.4561504,restaurante mexicano,California,38773436,14744533,63364.21
81849,tacos jr,3.9,88,34.235095099999995,-118.4361005,restaurante mexicano,California,38773436,14744533,63364.21
81886,los 4 hermanos fruteria y nieveria,4.1,115,29.9926338,-97.8134291,restaurante mexicano,Texas,27337059,10704104,50373.87
81916,juicy fruits,4.2,63,30.1917331,-97.7785775,restaurante mexicano,Texas,27337059,10704104,50373.87
81941,secret taco stand,4.4,58,30.1746158,-97.7695251,restaurante mexicano,Texas,27337059,10704104,50373.87
81961,tacos burritos tortas,4.3,17,34.2015534,-118.3875294,restaurante mexicano,California,38773436,14744533,63364.21
81968,elotes el regalo,4.7,58,29.8227032,-95.5234788,restaurante mexicano,Texas,27337059,10704104,50373.87
81987,caribbean taste,3.9,33,42.799239,-73.9481105,restaurante caribeño,New York,19664161,3559667,59272.35
81993,pacos tacos stand,4.5,78,33.8587571,-117.9616411,restaurante mexicano,California,38773436,14744533,63364.21
